title,section,image_url,article_url,content_time,author_name,description
Fundación Coca-Cola de Bolivia realiza el intercambio de botellas plásticas por retornables por el Día del Medio Ambiente,Mostrador,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/5/31/embol_010524_2.jpg?itok=vPbqPwDD,https://www.lostiempos.com/mostrador/mostrador/20240601/fundacion-coca-cola-bolivia-realiza-intercambio-botellas-plasticas,2024-06-01,Mostrador,"
Para participar, las personas deben reunir 15 botellas plásticas vacías de tamaño familiar, de cualquier marca, para cambiarlas por una botella retornable de vidrio de 1,5 litros. La acción de intercambio se llevará a cabo en la Plaza Ex Combatientes a partir de las 9:00, hasta agotar el stock de 2500 botellas retornables.
En el marco del Día Mundial del Medio Ambiente, la Fundación Coca-Cola de Bolivia se prepara para llevar a cabo por tercer año consecutivo la iniciativa de Intercambio de Botellas Plásticas por Retornables. Esta acción tiene como objetivo concienciar a las personas sobre el impacto positivo en el medio ambiente al elegir envases retornables, fomentando además la adopción de hábitos como la separación de residuos y el reciclaje de botellas plásticas.
Para realizar este intercambio, las personas deben reunir 15 botellas plásticas vacías, tamaño familiar de cualquier marca, para cambiarlas por una botella retornable vidrio de 1.5 litros. La acción se llevará a cabo en la Plaza Ex Combatientes a partir de las 9:00 hasta agotar el stock de 2500 botellas retornables de vidrio de 1,5 litros. Se entregará hasta un máximo de dos botellas retornables por participante.
“En Cochabamba, todo el material recolectado durante el Intercambio PET por Retornable será entregado a la Asociación Ecorecolectoras. Creemos en el trabajo conjunto para transformar el mundo, abordando el problema de los residuos a nivel local y global. Estamos comprometidos con 'Un Mundo Sin Residuos' trabajando juntos por una economía circular en el envasado, centrándonos en la reutilización y logrando un 100% de recolección para reutilizar”, señala Claudia Fernández, directora de la Fundación Coca-Cola de Bolivia.

Esta iniciativa se ha llevado a cabo en Santa Cruz, Tarija, Sucre y El Alto, La Paz, Oruro y Potosí, entre todas estas ciudades se ha logrado recuperar 16 toneladas de botellas plásticas. “Al momento, esta acción nos ha permitido sembrar 15,000 botellas retornables en formato PET y vidrio para el consumo en este tipo de envases que es más amigable con el medio ambiente. Pero lo más importante, nos permitirá recuperar toneladas de botellas plásticas, todo en beneficio de las asociaciones de recicladores de cada ciudad”, agrega la directora de la Fundación Coca-Cola de Bolivia.
Entre 2022 y 2023, el intercambio PET por retornables logró recuperar y reciclar 18.5 toneladas de botellas plásticas en las ocho ciudades participantes. Esta cifra se suma a las 5,700 toneladas recicladas durante todo el año 2023. Este año, el objetivo es recuperar 7.000 toneladas.
THE COCA-COLA COMPANY POR UN MUNDO SIN RESIDUOS
En este Día Mundial del Medio Ambiente, la Compañía refuerza su compromiso con la circularidad, y destaca su esfuerzo en utilizar el tamaño y la capilaridad de su sistema y el poder de convocatoria de sus marcas para conectar cada eslabón de esta cadena y fomentarla a través de campañas e iniciativas locales. Como una empresa global de bebidas, The Coca-Cola Company está comprometida con el propósito de Hacer la Diferencia e impactar positivamente en las comunidades en las que opera.
En 2018, anunció su visión de un ""Mundo sin Residuos"", que consiste en impulsar la economía circular, avanzando en la retornabilidad de los envases y en el fomento de modelos de recolección y reciclaje eficientes. Las metas establecidas a nivel global reflejan la agenda de sostenibilidad de la Compañía y se enfocan en tres grandes áreas: diseño, recolección y alianzas. Entre los principales objetivos globales se encuentran: lograr que el 100% de los envases sean reciclables para 2025; recolectar y reciclar el equivalente al 100% de las latas y botellas comercializadas para 2030; y tener el 25% de su portafolio compuesto por envases retornables (vidrio o botellas de plástico) para 2030.
En los países del Cono Sur (Argentina, Chile, Bolivia, Paraguay y Uruguay) y en Brasil, el objetivo también es contribuir a aumentar la conciencia de los consumidores sobre la necesidad de cambiar hábitos respecto a la gestión de residuos, reforzando así la relevancia de la economía circular en pro de un planeta más sostenible en todos los seis países. Entre las acciones en la región Sur se incluyen:
Para obtener más información sobre las inversiones y avances en la jornada de sostenibilidad de The Coca-Cola Company por un ""Mundo sin residuos"", visite:https://www.coca-cola.com/bo/es/sustainability

ACERCA DE COCA-COLA
La Compañía Coca-Cola (NYSE: KO) es una compañía total de bebidas, cuyos productos se venden en más de 200 países y territorios. El propósito de nuestra compañía es refrescar al mundo y hacer la diferencia. Vendemos múltiples marcas valoradas en miles de millones de dólares en varias categorías de bebidas alrededor del mundo. Nuestro portafolio de marcas de bebidas gaseosas incluye a Coca-Cola, Sprite y Fanta. Algunas de nuestras marcas de bebidas hidratantes, deportivas, café y té son Dasani, SmartWater, vitaminwater, Topo Chico, BODYARMOR, Powerade, Costa, Georgia, Gold Peak, Honest y Ayataka. Nuestras marcas de bebidas nutritivas, jugos, lácteos y hechas a base de vegetales incluyen a Minute Maid, Simply, innocent, Del Valle, fairlife y AdeS. Continuamente transformamos nuestro portafolio mediante acciones que van desde la disminución de la cantidad de azúcar que contienen nuestras bebidas, hasta la introducción de novedosos productos al mercado. También procuramos impactar positivamente la vida de las personas, las comunidades y al planeta por medio del reabastecimiento de agua, el reciclaje de envases, prácticas de abastecimiento sostenible y reducciones en las emisiones de carbono a través de nuestra cadena de valor. Junto con nuestros socios embotelladores, le damos empleo a más de 700,000 personas, brindándoles oportunidades económicas a comunidades locales en todo el mundo. Si desea conocer más, visitewww.coca-colacompany.com, y síganos en Twitter, Instagram, Facebook y LinkedIn."
Bloqueo en San Julián dificulta las labores de siembra del agro; avicultores ya reportan pérdidas,Economía,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/san_julian.jpg?itok=1afb7lO3,https://www.lostiempos.com/actualidad/economia/20240601/bloqueo-san-julian-dificulta-labores-siembra-del-agro-avicultores-ya,2024-06-01,Unitel,"
El vicepresidente de la Cámara Agropecuaria de Pequeños Productores del Oriente (Cappo), Demetrio Pérez, lamentó que el bloqueo que se registra en San Julián dificulta las labores de siembra de invierno y más si se toma en cuenta el carácter productivo de este municipio cruceño.
El sector agrícola manifestó su preocupación por la alteración de las labores de siembra de invierno, mientras que los avicultores cuantifican una pérdida de hasta $us 1 millón por día, a lo que se debe sumar la afectación a la que también se ven sometidos los transportistas.
A decir de Pérez, el hecho de no contar con insumos para una siembra en tiempo oportuno implica que haya diferencia en el rendimiento de los cultivos, que ya vienen siendo bajos debido a la falta de biotecnología.
Asimismo, el ejecutivo indicó que menor producción también implica menos carga para los transportistas, quienes ya se ven afectados no solo por el bloqueo, sino que también enfrentan dificultades para internar insumos agropecuarios al país debido a la falta de dólares.
Pérez lamentó que las autoridades esperan a que haya bloqueos para empezar a buscar soluciones y lamentó que este tipo de medidas sean recurrentes en diferentes zonas del departamento cruceño.
Por su parte, el presidente de la Federación Nacional de Avicultores, Winston Ortiz, manifestó que un solo día de freno al sector significa pérdidas por $us 1 millón, a lo que se debe sumar que se debe peregrinar para llevar los pollos a los mataderos.
""El pollo no es como el ganado mayor, cumple los 40 días y debe salir al mercado sí o sí, ya que sigue consumiendo alimento y esa es otra pérdida significativa. También implica dejar de llevar el alimento a otros departamentos"", sostuvo Ortiz.
Desde la Cámara de Exportadores, Logística y Promoción de Inversiones (Cadex), el gerente técnico Rafael Riva expresó que todo bloqueo implica sobrecostos logísticos que están a $us 150 diarios a cada empresario."
Transporte pesado sindicalizado de Cochabamba no se sumará al paro,Economía,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/transporte_cbba.jpg?itok=xwMOdhov,https://www.lostiempos.com/actualidad/economia/20240601/transporte-pesado-sindicalizado-cochabamba-no-se-sumara-al-paro,2024-06-01,ERBOL,"
El secretario ejecutivo del transporte pesado sindicalizado de Cochabamba, Juan Quispe, ha informado que su sector no participará en el paro movilizado convocado por la Cámara de Transporte Pesado de Ruta Internacional y Nacional para los días 3 y 4 de junio.
Quispe explicó que su sector ha decidido no unirse a esta medida debido a los perjuicios que causan los bloqueos y protestas constantes.
""No vamos por la conducta del perjuicio, porque somos quienes reclamamos por este perjuicio constantemente, que no hemos trabajado"", declaró a Radio Pío XII de la red Erbol.
Recordó que el año pasado enfrentaron constantes bloqueos y este año lo mismo, por lo que una medida de paro no se puede tolerar más y ""no podemos ser también nosotros parte de la gente que se dedica a bloquear simplemente"", señaló.
El dirigente hizo un llamado a los sectores movilizados para que presenten propuestas concretas al gobierno central, con el fin de atender sus demandas.
""No solamente es decirles no quiero esto, no quiero lo otro, sino hay que ir también con un proyecto de solución. Tenemos que exponer mediante los canales que tenemos para poder explicar y decirles también a los del gobierno qué vías de solución tenemos nosotros, qué propósito tenemos para resolver algunos problemas"", enfatizó Quispe.
La posición del transporte pesado sindicalizado de Cochabamba refleja un enfoque en la búsqueda de soluciones prácticas y efectivas, alejándose de medidas que generen más conflictos y afecten el trabajo diario de sus afiliados."
Limpian diferentes tramos del río “Maylanco” en Sacaba,Cochabamba,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/sacaba.jpg?itok=ZGvz6UJG,https://www.lostiempos.com/actualidad/cochabamba/20240601/limpian-diferentes-tramos-del-rio-maylanco-sacaba,2024-06-01,Los Tiempos Digital,"
De manera conjunta, servidores públicos de diferentes secretarías, unidades y empresas descentralizadas de la alcaldía de Sacaba realizaron una jornada de trabajo comunitario, retirando una gran cantidad de residuos sólidos de diferentes tramos del río Maylanco, cabecera del río Rocha.
La secretaria de Madre Tierra y Desarrollo Productivo de Sacaba, Elfy Flores, señaló que se identificaron tres sectores críticos entre los distritos 2 y 4 que se convirtieron en microbasurales debido a que la población bota la basura en camiones.
Las zonas intervenidas fueron: Chacacollo Grande, Chacacollo Oeste, Chacacollo Chico, Esmeralda Sud, Inca Rancho, Huayllani Sud y Chullpa Moqo.
“Es un trabajo que estamos realizando en tres áreas importantes que hemos identificado como críticas, este trabajo lo realizamos cada gestión para la recuperación del río”, señaló Flores.
Maquinaria pesada del municipio fue desplegada para el retiró una gran cantidad de residuos, ramas y escombros.
Flores señaló que los trabajos para la recuperación del río contemplan el dragado, y en la temporada de lluvias se iniciará con la reforestación.
La autoridad pidió a la población no botar su basura en el lecho del río y en las franjas de seguridad para evitar la contaminación del medio ambiente.
TRABAJOS COMUNITARIOS
A lo largo del año, los servidores públicos del GAMS realizan trabajos comunitarios de limpieza y reforestación. Los últimos trabajos se realizaron en las avenidas Juan José Torres y Circunvalación con el retiro de maleza y basura para destruir criaderos de mosquitos, al igual que la reforestación de los alrededores de la Planta de Tratamiento de Aguas Residuales (PTAR) Pucara."
Senadora Arce denuncia nuevos amedrentamientos con destrozos en su domicilio,País,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/patricia_arce.jpg?itok=lJZii_3z,https://www.lostiempos.com/actualidad/pais/20240601/senadora-arce-denuncia-nuevos-amedrentamientos-destrozos-su-domicilio,2024-06-01,ERBOL,"
La senadora evista Patricia Arce denunció que ha sido nuevamente víctima de amedrentamientos por parte de desconocidos, quienes esta vez violentaron su domicilio mientras participaba de un acto ella cumplía su primera promesa a la Virgen de Urkupiña.
""El querer amedrentarme o asustar para dar un paso atrás y apagar mi consecuencia y lealtad que tengo a las grandes mayorías, no les funcionará "", afirmó Arce con firmeza en sus redes sociales.
La senadora aseguró que su convicción y postura política permanecen firmes. Además de hacer pública la denuncia, Arce presentó una denuncia formal ante la policía y los organismos internacionales, recordando que goza de medidas de protección por la Comisión Interamericana de Derechos Humanos (CIDH).
Recordó que, a pesar de haber sido víctima de agresión física, persecución y acoso político durante el gobierno de facto, nunca abandonó su convicción y militancia.
""Nuevamente me siento víctima de este tipo de amedrentamiento. Quiero denunciar a la opinión pública que este jueves de feriado mientras hacía mi primera promesa a la Virgen de Urkupiña, violentaron mi domicilio haciendo destrozos"", manifestó la senadora.
Arce interpretó estos actos como intentos de causarle miedo y silenciarla y cree que son señales que muchos entendidos en pericias le indicaron que son maneras de asustarla y tenerla callada; ""lo cual no pasará"", enfatizó."
"Ministro Montaño firma acuerdos con dos sectores del transporte, pero amenaza de bloqueos el lunes y martes se mantiene",Economía,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/5/31/transporteeeee.jpg?itok=jGclzkmL,https://www.lostiempos.com/actualidad/economia/20240601/ministro-montano-firma-acuerdos-dos-sectores-del-transporte-pero,2024-06-01,Unitel,"
Autoridades del Ministerio de Obras Públicas lograron con el sector cooperativizado y con el transporte internacional de pasajeros, mientras que el sector pesado nacional e internacional, mantiene la amenaza de un bloqueo nacional de carreteras el lunes 3 y martes 4 de junio, por la falta de dólares y otras demandas que tiene el sector.
""Son seis puntos de su pliego petitorio que hemos discutido. Está el tema del diésel, dólar, Diprove, Aduana, entre otros temas y también nos han pedido una gestión con el presidente Luis Arce"", dijo el ministro Edgar Montaño, al concluir la reunión.
La autoridad argumentó que mandaron las notas respectivas a la dirigencia del transporte pesado para sostener una reunión, sin embargo, este sector pide un diálogo directo con el presidente Luis Arce.
""Nosotros como Ministerio de Obras Públicas, les hemos invitado a los dirigentes para sentarnos en una mesa y escuchar sus demandas. El diálogo es la única salida para dar una solución"", dijo.
El sector perfila un bloqueo de carreteras para el 3 y 4 de junio, medida que solo se dará de baja siempre y cuando sea el presidente Luis Arce Catacora quien convoque a una mesa de diálogo.
El sector demanda solución a la falta de dólares y de combustibles, principalmente, aunque también exigen la abrogación del Decreto Supremo 5146, que regula los contratos entre empresas de transporte internacional y transportistas, también tienen reclamos sobre temas impositivos y aduaneros"
IATA instruye a banco dejar de recibir pagos en bolivianos para boletos aéreos internacionales,Economía,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/iata.jpg?itok=Z358Xznd,https://www.lostiempos.com/actualidad/economia/20240601/iata-instruye-banco-dejar-recibir-pagos-bolivianos-boletos-aereos,2024-06-01,ERBOL,"
La Asociación de Transporte Aéreo Internacional (IATA) ha instruido al Banco Nacional de Bolivia (BNB) a cesar la aceptación de pagos en bolivianos para la compra de boletos aéreos internacionales. Esta directiva implica que, a partir del 20 de junio, los viajeros deberán realizar sus transacciones exclusivamente en dólares estadounidenses.
Esta decisión ha generado una serie de reacciones entre los viajeros y las agencias de viajes en Bolivia. Para muchos, esto representa una complicación adicional en la planificación de sus viajes al extranjero, ya que ahora tendrán que adquirir dólares antes de poder comprar sus boletos aéreos.
La IATA, entidad que regula y supervisa las normas internacionales del transporte aéreo, ha justificado esta medida como una respuesta a la necesidad de estandarizar las transacciones en una moneda de referencia internacional, facilitando así la gestión financiera y reduciendo los riesgos cambiarios.
Representantes del BNB han confirmado la recepción de la instrucción y han indicado que, desde la fecha indicada de implementación, las agencias de viajes y los puntos de venta de boletos aéreos deberán realizar las transacciones exclusivamente en dólares. Esta medida también afecta a los canales de venta en línea que operan dentro del territorio boliviano.
La reacción de los consumidores no se ha hecho esperar. Varios ciudadanos han expresado su preocupación por el impacto que esta medida puede tener en sus finanzas personales, especialmente en un contexto económico ya desafiante y la falta de dólares en el sistema bancario como en el mercado informal. ""Esto añade una capa más de dificultad a la planificación de nuestros viajes. No solo tenemos que preocuparnos por los precios de los boletos, sino también por la fluctuación del dólar"", comentó Ana María Salas, una viajera frecuente a Brasil."
"El presidente Bukele promete ""sanar"" la economía de El Salvador en su segundo mandato",Mundo,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/presidente_de_colombia.jpg?itok=EobOn0Zj,https://www.lostiempos.com/actualidad/mundo/20240601/presidente-bukele-promete-sanar-economia-salvador-su-segundo-mandato,2024-06-01,EFE,"
El presidente de El Salvador, Nayib Bukele, prometió este sábado en su discurso de investidura para un segundo mandato consecutivo ""sanar"" la economía tras curar al país del ""cáncer"" de la violencia, generada principalmente por los grupos de pandillas.
""Ahora, que ya arreglamos lo más urgente, que era la seguridad, vamos a enfocarnos de lleno en los problemas importantes, empezando por la economía"", dijo Bukele ante cientos de personas, entre invitados especiales y seguidores, desde el palco del centenario Palacio Nacional, en el corazón de la capital salvadoreña.
Aseguró que ""la sociedad salvadoreña sigue enferma, pero ya no tiene cáncer"" y que ""sigue enferma de las demás cosas que siempre ha tenido"", porque ""el país ya se curó de las pandillas y ahora quiere curarse de la mala economía"".
""En este nuevo tratamiento para sanar la economía, quizá también haya que tomar medicina amarga"", sostuvo y dijo que las tres cosas que necesita para ello son ""la guía de Dios, el trabajo incansable del Gobierno y que el pueblo vuelva a defender a capa y espada cada una de las decisiones que se tomen, (...) sin titubeos"".
De acuerdo con diversas encuestas, Bukele llegó al final de su primer mandato (2019-2024) con un reclamo de la sociedad por solventar los problemas económicos, preocupación que ha desplazado al tema de la seguridad.
El Salvador se encuentra desde marzo de 2022 bajo régimen de excepción, que suspende garantías constitucionales para combatir a las pandillas, tras una escalada de homicidios y ha dejado unas 80.000 detenciones de supuestos pandilleros.
Con esta medida, el mandatario logró acentuar la reducción de las muertes violentas que inició en 2016, después de que el empobrecido país centroamericano registrara el año más violento de su historia reciente con 103 asesinatos por cada 100.000 habitantes en 2015.
Sin embargo, bajo la Administración de Bukele este país se ha mantenido a la cola del crecimiento económico en Centroamérica y es altamente dependiente de las remesas familiares, que anualmente inyectan más de 8.000 millones de dólares.
Expertos consultados por EFE han señalado que el balance de estos cinco años apunta a un ""deterioro de las condiciones de vida de los hogares"".
En declaraciones a EFE, el economista José Luis Magaña, destacó recientemente que la pobreza extrema monetaria ""se ha duplicado"", pasando de 86.000 hogares en el 2019 a 170.000 en 2023.
De acuerdo con datos oficiales, el porcentaje de pobreza general pasó de un 22,8 % a un 27,2 % de los hogares.
Por otra parte, la deuda pública a marzo de 2024 llegaba a los 30.000 millones de dólares, de los que 10.500 han sido generados por el actual y que ha tomado desde 2023 más de 1.615 millones de dólares del fondo de pensiones de los trabajadores.
A pesar de crecer un 3,5 % en 2023, sectores como la agricultura y la industria acumularon retrocesos en estos cinco años del 2% y 9%, respectivamente, de acuerdo con Magaña.
En su discurso, Bukele defendió sus medidas de seguridad, criticó a la oposición y prometió ""sanar"" la economía, sin dar anuncios ni tocar otros temas, como una posible reforma constitucional.
Este segundo mandato consecutivo de Bukele se da pese a que la Constitución lo prohíbe y el último presidente en reelegirse de esta manera fue el dictador y general Maximiliano Hernández Martínez, que gobernó entre 1931 y 1944."
Arce libera a ‘Pacha’: el cóndor andino volvió a su hábitat,País,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/pacha.jpg?itok=DwXjaOp5,https://www.lostiempos.com/actualidad/pais/20240601/arce-libera-pacha-condor-andino-volvio-su-habitat,2024-06-01,AGENCIAS,"
Este sábado el cóndor andino “Pacha” fue liberada a su hábitat, en el municipio de Malla por el presidente Luis Arce, publicó La Prensa.
El cóndor hembra que fue rescatada tras colisionar con un cerro, el 24 de mayo. Tiene cerca de un año; un comunario la encontró y llevó al bioparque Vesty Pakos, dependiente del Gobierno Autónomo Municipal de La Paz.
Especialistas identificaron que “Pacha” sufría de deshidratación y desnutrición, por lo que, fue rehabilitada por más de dos meses. Desde el Ministerio de Medio Ambiente hicieron el seguimiento del proceso de recuperación.
“Pacha” se encontraba en “óptimas condiciones” para su liberación, según datos del Ministerio de Medio Ambiente. Además, pusieron un dispositivo para su seguimiento en el censo de cóndores, que se realizará próximamente en el país, según adelantaron autoridades."
Más de 100.000 aficionados del Dortmund llegan a Londres,Fútbol Int.,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/champion.jpg?itok=zeGVX2Pn,https://www.lostiempos.com/deportes/futbol-int/20240601/mas-100000-aficionados-del-dortmund-llegan-londres,2024-06-01,EFE,"
Más de 100.000 aficionados del Borussia Dortmund se congregarán este sábado en Wembley para vivir la final de la Liga de Campeones contra el Real Madrid.
El grueso de la expedición alemana aterrizó este sábado en la capital londinense y se distribuirá entre los que vayan a Wembley y sus alrededores y aquellos que estén en la fan zone ubicada en Hyde Park.
La policía Metropolitana de Londres ha desplegado un dispositivo especial de cara al partido que incluye la presencia de más de 2.000 policías. Para reforzar la seguridad en la ciudad y que no se repitan las bochornosas imágenes de lo acontecido en la final final de la Eurocopa entre Inglaterra e Italia en 2021, unos 400 agentes han llegado de fuera de Londres.
""Queremos que los aficionados que visiten Londres puedan tener una experiencia segura y disfrutable"", Louise Puddefoot, la comandante al cargo de las acciones policiales este fin de semana.
""Habrá una importante presencia policial, no solo en Wembley, sino también en las fan zones y en otros eventos. Todo aquel que vea algo sospechoso o que esté preocupado por la seguridad, debería hablar con un agente o con un miembro de seguridad"", añadió.
Para evitar que ocurra lo de la final de la Eurocopa, cuando unos 2.000 aficionados entraron ilegalmente en el estadio, la federación inglesa ha invertido más de 5 millones de libras y desplegará más de 2.500 'stewards' en Wembley.
Cada club ha recibido 25.000 entradas, mientras que las otras 40.000 han ido a parar a la UEFA. Pese a la recomendación de la policía de no viajar sin entrada, miles de personas, especialmente del Dortmund, han llegado a la capital inglesa, con la esperanza de conseguir una entrada de última hora o de simplemente disfrutar el ambiente."
Minuto a minuto: Dormunt (0) y Real Madrid (1) se disputan el trono del fútbol europeo,Fútbol Int.,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/champions.jpg?itok=9XFaoo87,https://www.lostiempos.com/deportes/futbol-int/20240601/minuto-minuto-dormunt-0-real-madrid-1-se-disputan-trono-del-futbol,2024-06-01,Los Tiempos Digital,
El Real Madrid logra su decimoquinto título,Fútbol,https://www.lostiempos.com/sites/default/files/styles/noticia_detalle/public/media_imagen/2024/6/1/real_madrid.jpg?itok=m2IrzDyh,https://www.lostiempos.com/deportes/futbol/20240601/real-madrid-logra-su-decimoquinto-titulo,2024-06-01,EFE,"
El Real Madrid ha conseguido este sábado en el estadio londinense de Wembley su decimoquinto título de la Copa de Europa/Liga de Campeones, el sexto en la última década.
El club más laureado del continente amplía así su dominio en la máxima competición y añade una muesca más en esta década, por cuanto ganó el torneo en 2014, 2016, 2017, 2018 y 2022. Ahora su ventaja es de ocho sobre su primer perseguidor, el Milan.
El Real Madrid logró sus primeros títulos los años 1956, 1957, 1958, 1959, 1960, 1966, 1998, 2000 y 2002. Al margen también disputó y perdió las finales de 1962, 1964 y 1981.
España es el país que atesora más triunfos con veinte, los quince del Real Madrid y cinco del Barcelona, por los quince de Inglaterra gracias al Liverpool (6), Manchester United (3), Nottingham (2), Chelsea (2), Aston Villa (1) y Manchester City (1), al que eliminó precisamente el Real Madrid en la presente edición.
El Borussia Dortmund jugó su tercera final. Ganó en 1997 al imponerse al Juventus por 3-1 en el Olímpico de Múnich y perdió, también en Wembley, por 2-1 ante el Bayern Múnich en 2013."
